batch_name,query_id,template_id,template_label,fact_table,fact_rows,rows_in,bytes_est,n_joins,has_groupby,selectivity,has_orderby,has_window,limit_rows,reps,median_seconds,min_seconds,max_seconds,calibration_seconds,machine_factor,normalized_seconds,cpu_count,duckdb_threads,measured_at
batch_06,t58_s3,t58,5M rows · 0 joins · group by · window · limit 100,fact_event_l,5000000,5000000,360000000,0,1,0.45,0,1,100,5,0.459331,0.418488,0.469353,0.258586,1.037583,0.442693,4,4,2026-08-21T20:12:52+00:00
batch_06,t12_s3,t12,2M rows · 0 joins · no group by · no limit,fact_event_s,2000000,2000000,144000000,0,0,0.45,0,0,0,11,0.055563,0.054378,0.055852,0.258632,1.037772,0.053541,4,4,2026-08-21T20:12:52+00:00
batch_06,t10_s1,t10,2M rows · 3 joins · no group by · window · limit 100,fact_event_s,2000000,2055200,146164800,3,0,0.02,0,1,100,12,0.05225,0.051222,0.053261,0.258679,1.03796,0.050339,4,4,2026-08-21T20:12:52+00:00
batch_06,t09_s4,t09,5M rows · 1 join · no group by · no limit,fact_event_l,5000000,5050000,362000000,1,0,0.9,0,0,0,5,0.170414,0.169595,0.170575,0.258726,1.038148,0.164152,4,4,2026-08-21T20:12:52+00:00
batch_06,t44_s1,t44,5M rows · 3 joins · group by · window · limit 1000,fact_event_l,5000000,5055200,362164800,3,1,0.02,0,1,1000,5,0.14521,0.142101,0.149583,0.258773,1.038336,0.139849,4,4,2026-08-21T20:12:52+00:00
batch_06,t01_s3,t01,3M rows · 1 join · no group by · window · order by · limit 100,fact_event_m,3000000,3050000,218000000,1,0,0.45,1,1,100,5,0.18469,0.181353,0.19174,0.25882,1.038524,0.177839,4,4,2026-08-21T20:12:52+00:00
batch_06,t04_s3,t04,3M rows · 2 joins · no group by · window · order by · limit 100,fact_event_m,3000000,3055000,218160000,2,0,0.45,1,1,100,5,0.186972,0.182533,0.188381,0.258998,1.03924,0.179912,4,4,2026-08-21T20:12:52+00:00
batch_06,t43_s1,t43,8M rows · 1 join · no group by · order by · limit 100,fact_event_x,8000000,8050000,578000000,1,0,0.02,1,0,100,5,0.175498,0.173086,0.181322,0.259177,1.039956,0.168755,4,4,2026-08-21T20:12:52+00:00
batch_06,t05_s2,t05,3M rows · 3 joins · no group by · order by · limit 1000,fact_event_m,3000000,3055200,218164800,3,0,0.15,1,0,1000,8,0.080766,0.078808,0.082836,0.259355,1.040672,0.077609,4,4,2026-08-21T20:12:52+00:00
batch_06,t36_s2,t36,2M rows · 3 joins · no group by · window · order by · no limit,fact_event_s,2000000,2055200,146164800,3,0,0.15,1,1,0,8,0.076287,0.075917,0.077983,0.259534,1.041388,0.073255,4,4,2026-08-21T20:12:52+00:00
batch_06,t33_s1,t33,2M rows · 1 join · group by · no limit,fact_event_s,2000000,2050000,146000000,1,1,0.02,0,0,0,11,0.056228,0.055072,0.057435,0.259712,1.042104,0.053956,4,4,2026-08-21T20:12:52+00:00
batch_06,t44_s4,t44,5M rows · 3 joins · group by · window · limit 1000,fact_event_l,5000000,5055200,362164800,3,1,0.9,0,1,1000,5,1.262798,1.236419,1.288871,0.25989,1.042819,1.210946,4,4,2026-08-21T20:12:52+00:00
batch_06,t07_s2,t07,2M rows · 2 joins · group by · window · limit 100,fact_event_s,2000000,2055000,146160000,2,1,0.15,0,1,100,5,0.125324,0.119748,0.125917,0.260069,1.043535,0.120096,4,4,2026-08-21T20:12:52+00:00
batch_06,t13_s2,t13,5M rows · 2 joins · group by · window · order by · limit 100,fact_event_l,5000000,5055000,362160000,2,1,0.15,1,1,100,5,0.319236,0.315504,0.320716,0.260247,1.044251,0.305708,4,4,2026-08-21T20:12:52+00:00
batch_06,t25_s2,t25,8M rows · 1 join · no group by · limit 100,fact_event_x,8000000,8050000,578000000,1,0,0.15,0,0,100,5,0.193526,0.193065,0.194061,0.260426,1.044967,0.185198,4,4,2026-08-21T20:12:52+00:00
